"","Date","Team","Goals","Assists","Points","Plusminus","PIM","PPG","PPP","SHG","SHP","GWG","OTG","Shots","TOI","Shifts","Year","season","Home","toi2","toi3","toi_seconds","opponent","opp_2","season2","opp_int","opp_int2"
"185","28-Nov","vs ARI",0,0,0,0,0,0,0,0,0,0,0,2,"23:42",27,2017,"1718",1,"00:23:42",00:23:42,1422,"ARI","OTHER","3","6","5"
"186","26-Nov","@ BOS",0,2,2,2,0,0,0,0,0,0,0,0,"19:40",22,2017,"1718",0,"00:19:40",00:19:40,1180,"BOS","OTHER","3","23","5"
"187","24-Nov","@ BUF",0,0,0,-2,0,0,0,0,0,0,0,3,"22:13",25,2017,"1718",0,"00:22:13",00:22:13,1333,"BUF","OTHER","3","14","5"
"188","22-Nov","@ DET",0,2,2,2,0,0,0,0,0,0,0,1,"18:18",25,2017,"1718",0,"00:18:18",00:18:18,1098,"DET","OTHER","3","21","5"
"189","21-Nov","@ STL",0,1,1,-2,0,0,0,0,0,0,0,1,"16:05",22,2017,"1718",0,"00:16:05",00:16:05,965,"STL","OTHER","3","8","5"
"190","18-Nov","@ DAL",1,2,3,-3,2,1,1,0,1,0,0,3,"18:18",24,2017,"1718",0,"00:18:18",00:18:18,1098,"DAL","OTHER","3","22","5"
"191","16-Nov","vs STL",0,0,0,-2,0,0,0,0,0,0,0,3,"20:21",26,2017,"1718",1,"00:20:21",00:20:21,1221,"STL","OTHER","3","8","5"
"192","14-Nov","vs VGK",2,1,3,3,0,1,1,0,0,0,0,2,"17:19",21,2017,"1718",1,"00:17:19",00:17:19,1039,"VGK","OTHER","3","30","5"
"193","12-Nov","@ WSH",0,0,0,0,0,0,0,0,0,0,0,3,"27:24:00",30,2017,"1718",0,"00:27:24",00:27:24,1644,"WSH","OTHER","3","20","5"
"194","11-Nov","@ NYR",1,0,1,-2,0,1,1,0,0,0,0,1,"24:18:00",27,2017,"1718",0,"00:24:18",00:24:18,1458,"NYR","OTHER","3","29","5"
"195","09-Nov","@ NJD",0,1,1,1,0,0,0,0,0,0,0,1,"23:44",30,2017,"1718",0,"00:23:44",00:23:44,1424,"NJD","OTHER","3","18","5"
"196","07-Nov","@ NYI",1,0,1,1,0,0,0,0,0,1,1,2,"24:28:00",26,2017,"1718",0,"00:24:28",00:24:28,1468,"NYI","OTHER","3","15","5"
"197","05-Nov","vs DET",0,0,0,-1,0,0,0,0,0,0,0,2,"15:55",19,2017,"1718",1,"00:15:55",00:15:55,955,"DET","OTHER","3","21","5"
"198","03-Nov","vs NJD",0,3,3,1,0,0,1,0,0,0,0,3,"19:57",26,2017,"1718",1,"00:19:57",00:19:57,1197,"NJD","OTHER","3","18","5"
"199","01-Nov","vs PIT",0,2,2,0,0,0,1,0,0,0,0,2,"22:52",25,2017,"1718",1,"00:22:52",00:22:52,1372,"PIT","OTHER","3","24","5"
"200","28-Oct","vs WSH",0,1,1,0,0,0,0,0,0,0,0,4,"21:33",22,2017,"1718",1,"00:21:33",00:21:33,1293,"WSH","OTHER","3","20","5"
"201","26-Oct","vs DAL",1,0,1,3,2,0,0,0,0,0,0,2,"22:57",26,2017,"1718",1,"00:22:57",00:22:57,1377,"DAL","OTHER","3","22","5"
"202","24-Oct","@ PIT",1,0,1,1,0,0,0,0,0,0,0,5,"21:57",24,2017,"1718",0,"00:21:57",00:21:57,1317,"PIT","OTHER","3","24","5"
"203","21-Oct","@ PHI",0,0,0,1,2,0,0,0,0,0,0,4,"22:03",22,2017,"1718",0,"00:22:03",00:22:03,1323,"PHI","OTHER","3","13","5"
"204","19-Oct","@ CHI",0,2,2,0,0,0,1,0,0,0,0,3,"24:36:00",26,2017,"1718",0,"00:24:36",00:24:36,1476,"CHI","OTHER","3","27","5"
"205","17-Oct","vs CAR",0,1,1,-1,0,0,1,0,0,0,0,3,"26:31:00",28,2017,"1718",1,"00:26:31",00:26:31,1591,"CAR","OTHER","3","28","5"
"206","14-Oct","vs OTT",0,1,1,-1,0,0,0,0,0,0,0,5,"21:09",25,2017,"1718",1,"00:21:09",00:21:09,1269,"OTT","OTHER","3","16","5"
"207","09-Oct","vs WPG",0,1,1,-2,0,0,0,0,0,0,0,5,"21:16",25,2017,"1718",1,"00:21:16",00:21:16,1276,"WPG","WPG","3","11","3"
"208","07-Oct","@ VAN",0,0,0,-1,2,0,0,0,0,0,0,2,"24:38:00",24,2017,"1718",0,"00:24:38",00:24:38,1478,"VAN","VAN","3","1","1"
"209","04-Oct","vs CGY",3,0,3,3,0,0,0,0,0,1,0,7,"19:32",25,2017,"1718",1,"00:19:32",00:19:32,1172,"CGY","CGY","3","2","2"
"210","06-Apr","@ CGY",0,0,0,0,0,0,0,0,0,0,0,4,"9:40",12,2019,"1819",0,"00:9:40",00:09:40,580,"CGY","CGY","4","2","2"
"211","04-Apr","vs SJS",0,1,1,0,0,0,0,0,0,0,0,2,"25:05:00",26,2019,"1819",1,"00:25:05",00:25:05,1505,"SJS","OTHER","4","5","5"
"212","02-Apr","@ COL",0,0,0,-2,0,0,0,0,0,0,0,2,"20:31",24,2019,"1819",0,"00:20:31",00:20:31,1231,"COL","OTHER","4","7","5"
"213","01-Apr","@ VGK",1,0,1,-2,0,0,0,0,0,0,0,3,"22:50",27,2019,"1819",0,"00:22:50",00:22:50,1370,"VGK","OTHER","4","30","5"
"214","30-Mar","vs ANA",0,0,0,-3,0,0,0,0,0,0,0,2,"22:08",26,2019,"1819",1,"00:22:08",00:22:08,1328,"ANA","OTHER","4","3","5"
"215","28-Mar","vs DAL",1,1,2,2,0,0,0,0,0,0,0,5,"24:22:00",30,2019,"1819",1,"00:24:22",00:24:22,1462,"DAL","OTHER","4","22","5"
"216","26-Mar","vs LAK",1,3,4,2,0,0,1,0,0,0,0,2,"20:10",26,2019,"1819",1,"00:20:10",00:20:10,1210,"LAK","OTHER","4","4","5"
"217","23-Mar","vs OTT",1,0,1,-1,0,0,0,0,0,0,0,4,"23:54",29,2019,"1819",1,"00:23:54",00:23:54,1434,"OTT","OTHER","4","16","5"
"218","21-Mar","vs CBJ",1,1,2,1,0,0,0,0,0,0,0,1,"22:33",24,2019,"1819",1,"00:22:33",00:22:33,1353,"CBJ","OTHER","4","12","5"
"219","19-Mar","@ STL",0,0,0,-1,0,0,0,0,0,0,0,1,"22:50",28,2019,"1819",0,"00:22:50",00:22:50,1370,"STL","OTHER","4","8","5"
"220","17-Mar","@ VGK",0,2,2,-1,0,0,1,0,0,0,0,1,"22:44",26,2019,"1819",0,"00:22:44",00:22:44,1364,"VGK","OTHER","4","30","5"
"221","16-Mar","@ ARI",2,1,3,3,0,0,0,1,1,1,1,3,"25:29:00",30,2019,"1819",0,"00:25:29",00:25:29,1529,"ARI","OTHER","4","6","5"
"222","13-Mar","vs NJD",0,2,2,-1,0,0,1,0,0,0,0,3,"26:40:00",27,2019,"1819",1,"00:26:40",00:26:40,1600,"NJD","OTHER","4","18","5"
"223","11-Mar","vs NYR",1,1,2,1,0,1,1,0,0,0,0,5,"25:39:00",27,2019,"1819",1,"00:25:39",00:25:39,1539,"NYR","OTHER","4","29","5"
"224","09-Mar","vs TOR",0,2,2,2,0,0,0,0,0,0,0,4,"24:30:00",26,2019,"1819",1,"00:24:30",00:24:30,1470,"TOR","OTHER","4","17","5"
"225","07-Mar","vs VAN",0,2,2,1,2,0,0,0,0,0,0,3,"21:53",24,2019,"1819",1,"00:21:53",00:21:53,1313,"VAN","VAN","4","1","1"
"226","04-Mar","@ BUF",0,2,2,1,0,0,0,0,1,0,0,1,"21:32",30,2019,"1819",0,"00:21:32",00:21:32,1292,"BUF","OTHER","4","14","5"
"227","02-Mar","@ CBJ",0,3,3,4,0,0,0,0,0,0,0,1,"21:14",25,2019,"1819",0,"00:21:14",00:21:14,1274,"CBJ","OTHER","4","12","5"
"228","28-Feb","@ OTT",1,0,1,1,0,0,0,0,0,0,0,6,"24:49:00",26,2019,"1819",0,"00:24:49",00:24:49,1489,"OTT","OTHER","4","16","5"
"229","27-Feb","@ TOR",0,1,1,-2,0,0,1,0,0,0,0,1,"21:52",28,2019,"1819",0,"00:21:52",00:21:52,1312,"TOR","OTHER","4","17","5"
"230","21-Feb","vs NYI",1,1,2,0,2,0,1,0,0,1,1,4,"23:31",21,2019,"1819",1,"00:23:31",00:23:31,1411,"NYI","OTHER","4","15","5"
"231","16-Feb","@ NYI",0,1,1,-1,0,0,1,0,0,0,0,5,"25:52:00",23,2019,"1819",0,"00:25:52",00:25:52,1552,"NYI","OTHER","4","15","5"
"232","15-Feb","@ CAR",0,0,0,-1,0,0,0,0,0,0,0,4,"25:07:00",30,2019,"1819",0,"00:25:07",00:25:07,1507,"CAR","OTHER","4","28","5"
"233","13-Feb","@ PIT",0,1,1,-2,0,0,0,0,0,0,0,4,"25:06:00",27,2019,"1819",0,"00:25:06",00:25:06,1506,"PIT","OTHER","4","24","5"
"234","09-Feb","vs SJS",0,1,1,-1,0,0,0,0,0,0,0,1,"20:49",29,2019,"1819",1,"00:20:49",00:20:49,1249,"SJS","OTHER","4","5","5"
"235","07-Feb","@ MIN",0,2,2,1,0,0,0,0,0,0,0,1,"23:03",27,2019,"1819",0,"00:23:03",00:23:03,1383,"MIN","OTHER","4","10","5"
"236","05-Feb","vs CHI",0,2,2,-1,0,0,2,0,0,0,0,0,"21:35",25,2019,"1819",1,"00:21:35",00:21:35,1295,"CHI","OTHER","4","27","5"
"237","03-Feb","@ MTL",1,0,1,0,0,1,1,0,0,0,0,2,"24:05:00",32,2019,"1819",0,"00:24:05",00:24:05,1445,"MTL","MTL","4","19","4"
"238","02-Feb","@ PHI",1,1,2,2,0,0,0,0,0,0,0,5,"23:25",31,2019,"1819",0,"00:23:25",00:23:25,1405,"PHI","OTHER","4","13","5"
"239","22-Jan","vs DET",0,1,1,-1,0,0,0,0,0,0,0,3,"26:11:00",27,2019,"1819",1,"00:26:11",00:26:11,1571,"DET","OTHER","4","21","5"
"240","20-Jan","vs CAR",0,2,2,-3,0,0,1,0,0,0,0,2,"19:19",26,2019,"1819",1,"00:19:19",00:19:19,1159,"CAR","OTHER","4","28","5"
"241","19-Jan","vs CGY",0,0,0,-1,0,0,0,0,0,0,0,3,"23:00",25,2019,"1819",1,"00:23:00",00:23:00,1380,"CGY","CGY","4","2","2"
"242","16-Jan","@ VAN",1,0,1,0,2,1,1,0,0,0,0,3,"26:55:00",31,2019,"1819",0,"00:26:55",00:26:55,1615,"VAN","VAN","4","1","1"
"243","14-Jan","vs BUF",1,1,2,0,0,0,1,0,0,0,0,3,"17:03",23,2019,"1819",1,"00:17:03",00:17:03,1023,"BUF","OTHER","4","14","5"
"244","12-Jan","vs ARI",1,0,1,0,0,0,0,0,0,0,0,1,"24:23:00",25,2019,"1819",1,"00:24:23",00:24:23,1463,"ARI","OTHER","4","6","5"
"245","10-Jan","vs FLA",2,1,3,2,0,0,0,0,0,0,0,3,"27:34:00",31,2019,"1819",1,"00:27:34",00:27:34,1654,"FLA","OTHER","4","25","5"
"246","08-Jan","@ SJS",0,1,1,-3,0,0,1,0,0,0,0,2,"21:24",24,2019,"1819",0,"00:21:24",00:21:24,1284,"SJS","OTHER","4","5","5"
"247","06-Jan","@ ANA",1,0,1,1,0,0,0,0,0,1,0,6,"21:54",26,2019,"1819",0,"00:21:54",00:21:54,1314,"ANA","OTHER","4","3","5"
"248","05-Jan","@ LAK",0,0,0,-1,0,0,0,0,0,0,0,4,"23:11",23,2019,"1819",0,"00:23:11",00:23:11,1391,"LAK","OTHER","4","4","5"
"249","02-Jan","@ ARI",2,1,3,2,0,0,0,0,0,1,0,3,"23:32",28,2019,"1819",0,"00:23:32",00:23:32,1412,"ARI","OTHER","4","6","5"
"250","31-Dec","vs WPG",0,2,2,1,0,0,0,0,0,0,0,1,"22:09",30,2018,"1819",1,"00:22:09",00:22:09,1329,"WPG","WPG","4","11","3"
"251","29-Dec","vs SJS",2,0,2,1,0,0,0,0,0,0,0,5,"19:54",26,2018,"1819",1,"00:19:54",00:19:54,1194,"SJS","OTHER","4","5","5"
"252","27-Dec","vs VAN",0,2,2,-1,2,0,2,0,0,0,0,1,"27:46:00",28,2018,"1819",1,"00:27:46",00:27:46,1666,"VAN","VAN","4","1","1"
"253","22-Dec","vs TBL",0,3,3,-3,0,0,2,0,0,0,0,5,"23:27",26,2018,"1819",1,"00:23:27",00:23:27,1407,"TBL","OTHER","4","26","5"
"254","18-Dec","vs STL",0,0,0,-1,0,0,0,0,0,0,0,1,"23:42",25,2018,"1819",1,"00:23:42",00:23:42,1422,"STL","OTHER","4","8","5"
"255","16-Dec","@ VAN",0,1,1,0,0,0,0,0,0,0,0,1,"23:38",28,2018,"1819",0,"00:23:38",00:23:38,1418,"VAN","VAN","4","1","1"
"256","14-Dec","vs PHI",2,1,3,2,0,0,0,0,0,1,0,2,"19:16",22,2018,"1819",1,"00:19:16",00:19:16,1156,"PHI","OTHER","4","13","5"
"257","13-Dec","@ WPG",0,2,2,-1,4,0,1,0,0,0,0,1,"22:52",30,2018,"1819",0,"00:22:52",00:22:52,1372,"WPG","WPG","4","11","3"
"258","11-Dec","@ COL",1,1,2,0,0,0,1,0,0,0,0,5,"22:17",23,2018,"1819",0,"00:22:17",00:22:17,1337,"COL","OTHER","4","7","5"
"259","09-Dec","vs CGY",1,0,1,1,0,0,0,0,0,1,0,5,"21:43",21,2018,"1819",1,"00:21:43",00:21:43,1303,"CGY","CGY","4","2","2"
"260","07-Dec","vs MIN",1,3,4,4,0,0,0,0,0,1,0,3,"21:03",23,2018,"1819",1,"00:21:03",00:21:03,1263,"MIN","OTHER","4","10","5"
"261","05-Dec","@ STL",0,1,1,0,0,0,0,0,0,0,0,4,"28:01:00",28,2018,"1819",0,"00:28:01",00:28:01,1681,"STL","OTHER","4","8","5"
"262","01-Dec","vs VGK",1,0,1,0,0,0,0,0,0,0,0,8,"23:25",24,2018,"1819",1,"00:23:25",00:23:25,1405,"VGK","OTHER","4","30","5"
"263","29-Nov","vs LAK",0,1,1,0,0,0,1,0,0,0,0,4,"24:35:00",25,2018,"1819",1,"00:24:35",00:24:35,1475,"LAK","OTHER","4","4","5"
"264","27-Nov","vs DAL",0,0,0,1,0,0,0,0,0,0,0,4,"24:05:00",27,2018,"1819",1,"00:24:05",00:24:05,1445,"DAL","OTHER","4","22","5"
"265","25-Nov","@ LAK",0,1,1,-2,2,0,1,0,0,0,0,4,"24:27:00",28,2018,"1819",0,"00:24:27",00:24:27,1467,"LAK","OTHER","4","4","5"
"266","23-Nov","@ ANA",0,1,1,-1,0,0,1,0,0,0,0,2,"23:25",29,2018,"1819",0,"00:23:25",00:23:25,1405,"ANA","OTHER","4","3","5"
"267","20-Nov","@ SJS",1,2,3,2,0,0,0,0,0,0,0,3,"23:57",30,2018,"1819",0,"00:23:57",00:23:57,1437,"SJS","OTHER","4","5","5"
"268","18-Nov","vs VGK",1,0,1,0,2,0,0,0,0,0,0,6,"19:20",22,2018,"1819",1,"00:19:20",00:19:20,1160,"VGK","OTHER","4","30","5"
"269","17-Nov","@ CGY",1,0,1,-1,2,1,1,0,0,0,0,2,"21:29",27,2018,"1819",0,"00:21:29",00:21:29,1289,"CGY","CGY","4","2","2"
"270","13-Nov","vs MTL",0,3,3,2,0,0,0,0,0,0,0,3,"20:27",24,2018,"1819",1,"00:20:27",00:20:27,1227,"MTL","MTL","4","19","4"
"271","11-Nov","vs COL",0,0,0,-1,0,0,0,0,0,0,0,2,"20:28",18,2018,"1819",1,"00:20:28",00:20:28,1228,"COL","OTHER","4","7","5"
"272","08-Nov","@ FLA",0,1,1,-1,0,0,0,0,0,0,0,2,"24:54:00",26,2018,"1819",0,"00:24:54",00:24:54,1494,"FLA","OTHER","4","25","5"
"273","06-Nov","@ TBL",0,0,0,-2,2,0,0,0,0,0,0,5,"18:22",23,2018,"1819",0,"00:18:22",00:18:22,1102,"TBL","OTHER","4","26","5"
"274","05-Nov","@ WSH",1,0,1,0,0,1,1,0,0,0,0,2,"22:54",25,2018,"1819",0,"00:22:54",00:22:54,1374,"WSH","OTHER","4","20","5"
"275","03-Nov","@ DET",0,2,2,1,0,0,0,0,0,0,0,2,"18:12",20,2018,"1819",0,"00:18:12",00:18:12,1092,"DET","OTHER","4","21","5"
"276","01-Nov","vs CHI",0,1,1,1,0,0,0,0,0,0,0,3,"18:34",18,2018,"1819",1,"00:18:34",00:18:34,1114,"CHI","OTHER","4","27","5"
"277","30-Oct","vs MIN",1,0,1,2,0,0,0,0,0,0,0,5,"22:16",25,2018,"1819",1,"00:22:16",00:22:16,1336,"MIN","OTHER","4","10","5"
"278","28-Oct","@ CHI",1,0,1,1,0,0,0,0,0,1,1,4,"22:51",22,2018,"1819",0,"00:22:51",00:22:51,1371,"CHI","OTHER","4","27","5"
"279","27-Oct","@ NSH",1,1,2,0,0,0,1,0,0,0,0,4,"21:10",22,2018,"1819",0,"00:21:10",00:21:10,1270,"NSH","OTHER","4","9","5"
"280","25-Oct","vs WSH",1,0,1,0,0,0,0,0,0,0,0,5,"21:15",25,2018,"1819",1,"00:21:15",00:21:15,1275,"WSH","OTHER","4","20","5"
"281","23-Oct","vs PIT",1,1,2,-1,0,1,2,0,0,0,0,8,"28:26:00",30,2018,"1819",1,"00:28:26",00:28:26,1706,"PIT","OTHER","4","24","5"
"282","20-Oct","vs NSH",0,0,0,-2,0,0,0,0,0,0,0,2,"24:20:00",21,2018,"1819",1,"00:24:20",00:24:20,1460,"NSH","OTHER","4","9","5"
"283","18-Oct","vs BOS",0,2,2,1,0,0,1,0,0,0,0,2,"24:58:00",25,2018,"1819",1,"00:24:58",00:24:58,1498,"BOS","OTHER","4","23","5"
"284","16-Oct","@ WPG",2,2,4,2,0,2,2,0,0,0,0,3,"22:12",26,2018,"1819",0,"00:22:12",00:22:12,1332,"WPG","WPG","4","11","3"
"285","13-Oct","@ NYR",1,1,2,0,0,1,1,0,0,1,0,2,"24:35:00",24,2018,"1819",0,"00:24:35",00:24:35,1475,"NYR","OTHER","4","29","5"
"286","11-Oct","@ BOS",1,0,1,0,0,0,0,0,0,0,0,4,"23:55",22,2018,"1819",0,"00:23:55",00:23:55,1435,"BOS","OTHER","4","23","5"
"287","06-Oct","@ NJD",0,2,2,0,0,0,1,0,0,0,0,2,"23:34",25,2018,"1819",0,"00:23:34",00:23:34,1414,"NJD","OTHER","4","18","5"
"288","11-Mar","vs WPG",1,0,1,-1,0,0,0,0,0,0,0,4,"23:35",21,2020,"1920",1,"00:23:35",00:23:35,1415,"WPG","WPG","5","11","3"
"289","07-Mar","vs CBJ",1,0,1,1,0,0,0,0,0,0,0,3,"17:12",18,2020,"1920",1,"00:17:12",00:17:12,1032,"CBJ","OTHER","5","12","5"
"290","05-Mar","@ CHI",0,0,0,-2,0,0,0,0,0,0,0,3,"21:21",20,2020,"1920",0,"00:21:21",00:21:21,1281,"CHI","OTHER","5","27","5"
"291","03-Mar","@ DAL",0,1,1,0,0,0,1,0,0,0,0,4,"22:03",19,2020,"1920",0,"00:22:03",00:22:03,1323,"DAL","OTHER","5","22","5"
"292","02-Mar","@ NSH",1,4,5,3,0,0,1,0,0,1,0,1,"18:00",19,2020,"1920",0,"00:18:00",00:18:00,1080,"NSH","OTHER","5","9","5"
"293","Feb-29","vs WPG",0,2,2,0,0,0,2,0,0,0,0,4,"18:19",19,2020,"1920",1,"00:18:19",00:18:19,1099,"WPG","WPG","5","11","3"
"294","26-Feb","@ VGK",0,0,0,-2,0,0,0,0,0,0,0,5,"21:53",19,2020,"1920",0,"00:21:53",00:21:53,1313,"VGK","OTHER","5","30","5"
"295","25-Feb","@ ANA",0,3,3,2,2,0,1,0,0,0,0,2,"23:49",23,2020,"1920",0,"00:23:49",00:23:49,1429,"ANA","OTHER","5","3","5"
"296","23-Feb","@ LAK",1,2,3,1,0,0,1,0,0,1,0,6,"19:22",23,2020,"1920",0,"00:19:22",00:19:22,1162,"LAK","OTHER","5","4","5"
"297","08-Feb","vs NSH",0,1,1,-2,4,0,1,0,0,0,0,3,"19:27",20,2020,"1920",1,"00:19:27",00:19:27,1167,"NSH","OTHER","5","9","5"
"298","06-Feb","vs SJS",1,0,1,-1,0,0,0,0,0,0,0,5,"20:34",20,2020,"1920",1,"00:20:34",00:20:34,1234,"SJS","OTHER","5","5","5"
"299","04-Feb","@ ARI",0,0,0,-3,0,0,0,0,0,0,0,3,"22:34",18,2020,"1920",0,"00:22:34",00:22:34,1354,"ARI","OTHER","5","6","5"
"300","01-Feb","@ CGY",2,0,2,0,0,1,1,0,0,1,0,4,"20:15",21,2020,"1920",0,"00:20:15",00:20:15,1215,"CGY","CGY","5","2","2"
"301","31-Jan","vs STL",0,0,0,0,0,0,0,0,0,0,0,2,"20:18",22,2020,"1920",1,"00:20:18",00:20:18,1218,"STL","OTHER","5","8","5"
"302","29-Jan","vs CGY",0,1,1,0,0,0,1,0,0,0,0,5,"27:45:00",26,2020,"1920",1,"00:27:45",00:27:45,1665,"CGY","CGY","5","2","2"
"303","18-Jan","vs ARI",2,0,2,2,2,1,1,0,0,1,0,4,"19:13",19,2020,"1920",1,"00:19:13",00:19:13,1153,"ARI","OTHER","5","6","5"
"304","14-Jan","vs NSH",0,3,3,-1,0,0,2,0,0,0,0,4,"22:06",21,2020,"1920",1,"00:22:06",00:22:06,1326,"NSH","OTHER","5","9","5"
"305","11-Jan","@ CGY",1,0,1,0,0,0,0,0,0,0,0,3,"23:13",23,2020,"1920",0,"00:23:13",00:23:13,1393,"CGY","CGY","5","2","2"
"306","09-Jan","@ MTL",0,1,1,-1,0,0,1,0,0,0,0,1,"19:07",21,2020,"1920",0,"00:19:07",00:19:07,1147,"MTL","MTL","5","19","4"
"307","06-Jan","@ TOR",1,3,4,3,0,0,1,0,0,0,0,8,"24:49:00",22,2020,"1920",0,"00:24:49",00:24:49,1489,"TOR","OTHER","5","17","5"
"308","04-Jan","@ BOS",1,0,1,1,0,0,0,0,0,0,0,4,"19:56",19,2020,"1920",0,"00:19:56",00:19:56,1196,"BOS","OTHER","5","23","5"
"309","02-Jan","@ BUF",0,0,0,0,0,0,0,0,0,0,0,4,"20:52",21,2020,"1920",0,"00:20:52",00:20:52,1252,"BUF","OTHER","5","14","5"
"310","31-Dec","vs NYR",0,1,1,1,0,0,1,0,0,0,0,2,"22:13",18,2019,"1920",1,"00:22:13",00:22:13,1333,"NYR","OTHER","5","29","5"
"311","27-Dec","vs CGY",1,0,1,-2,0,0,0,0,0,0,0,3,"18:52",21,2019,"1920",1,"00:18:52",00:18:52,1132,"CGY","CGY","5","2","2"
"312","23-Dec","@ VAN",0,1,1,-3,0,0,1,0,0,0,0,2,"20:55",21,2019,"1920",0,"00:20:55",00:20:55,1255,"VAN","VAN","5","1","1"
"313","21-Dec","vs MTL",1,1,2,-1,0,1,1,0,0,0,0,5,"23:43",22,2019,"1920",1,"00:23:43",00:23:43,1423,"MTL","MTL","5","19","4"
"314","20-Dec","vs PIT",0,0,0,-1,0,0,0,0,0,0,0,3,"23:02",21,2019,"1920",1,"00:23:02",00:23:02,1382,"PIT","OTHER","5","24","5"
"315","18-Dec","@ STL",0,0,0,0,2,0,0,0,0,0,0,3,"22:19",24,2019,"1920",0,"00:22:19",00:22:19,1339,"STL","OTHER","5","8","5"
"316","16-Dec","@ DAL",0,2,2,0,0,0,1,0,0,0,0,3,"19:04",20,2019,"1920",0,"00:19:04",00:19:04,1144,"DAL","OTHER","5","22","5"
"317","14-Dec","vs TOR",0,0,0,-2,0,0,0,0,0,0,0,1,"22:22",23,2019,"1920",1,"00:22:22",00:22:22,1342,"TOR","OTHER","5","17","5"
"318","12-Dec","@ MIN",1,1,2,-1,0,0,1,0,0,0,0,1,"20:28",22,2019,"1920",0,"00:20:28",00:20:28,1228,"MIN","OTHER","5","10","5"
"319","10-Dec","vs CAR",0,3,3,2,0,0,1,0,0,0,0,1,"24:35:00",23,2019,"1920",1,"00:24:35",00:24:35,1475,"CAR","OTHER","5","28","5"
"320","08-Dec","vs BUF",0,0,0,-2,2,0,0,0,0,0,0,4,"25:23:00",23,2019,"1920",1,"00:25:23",00:25:23,1523,"BUF","OTHER","5","14","5"
"321","06-Dec","vs LAK",0,1,1,0,0,0,1,0,0,0,0,2,"21:27",21,2019,"1920",1,"00:21:27",00:21:27,1287,"LAK","OTHER","5","4","5"
"322","04-Dec","vs OTT",0,0,0,-2,0,0,0,0,0,0,0,3,"24:16:00",19,2019,"1920",1,"00:24:16",00:24:16,1456,"OTT","OTHER","5","16","5"
"323","01-Dec","@ VAN",0,2,2,1,2,0,1,0,0,0,0,2,"23:31",23,2019,"1920",0,"00:23:31",00:23:31,1411,"VAN","VAN","5","1","1"
"324","30-Nov","vs VAN",1,1,2,0,0,0,0,0,0,0,0,2,"22:08",20,2019,"1920",1,"00:22:08",00:22:08,1328,"VAN","VAN","5","1","1"
"325","27-Nov","@ COL",0,0,0,-1,0,0,0,0,0,0,0,3,"19:44",19,2019,"1920",0,"00:19:44",00:19:44,1184,"COL","OTHER","5","7","5"
"326","24-Nov","@ ARI",0,1,1,-1,0,0,1,0,0,0,0,3,"25:48:00",24,2019,"1920",0,"00:25:48",00:25:48,1548,"ARI","OTHER","5","6","5"
"327","23-Nov","@ VGK",2,0,2,2,0,1,1,0,0,0,0,4,"22:06",21,2019,"1920",0,"00:22:06",00:22:06,1326,"VGK","OTHER","5","30","5"
"328","21-Nov","@ LAK",1,0,1,-2,0,0,0,0,0,0,0,4,"20:59",19,2019,"1920",0,"00:20:59",00:20:59,1259,"LAK","OTHER","5","4","5"
"329","19-Nov","@ SJS",1,2,3,1,2,0,1,0,0,0,0,3,"20:55",20,2019,"1920",0,"00:20:55",00:20:55,1255,"SJS","OTHER","5","5","5"
"330","16-Nov","vs DAL",0,3,3,-2,0,0,1,0,0,0,0,5,"23:35",22,2019,"1920",1,"00:23:35",00:23:35,1415,"DAL","OTHER","5","22","5"
"331","14-Nov","vs COL",3,3,6,1,0,3,4,0,0,0,0,6,"17:55",21,2019,"1920",1,"00:17:55",00:17:55,1075,"COL","OTHER","5","7","5"
"332","12-Nov","@ SJS",0,1,1,0,0,0,0,0,0,0,0,1,"18:03",18,2019,"1920",0,"00:18:03",00:18:03,1083,"SJS","OTHER","5","5","5"
"333","10-Nov","@ ANA",3,0,3,1,4,1,1,0,0,0,0,5,"16:19",21,2019,"1920",0,"00:16:19",00:16:19,979,"ANA","OTHER","5","3","5"
"334","08-Nov","vs NJD",0,1,1,0,0,0,1,0,0,0,0,3,"19:17",18,2019,"1920",1,"00:19:17",00:19:17,1157,"NJD","OTHER","5","18","5"
"335","06-Nov","vs STL",1,1,2,-2,0,1,1,0,0,0,0,7,"21:42",22,2019,"1920",1,"00:21:42",00:21:42,1302,"STL","OTHER","5","8","5"
"336","04-Nov","vs ARI",1,0,1,-1,2,0,0,0,0,0,0,4,"23:06",23,2019,"1920",1,"00:23:06",00:23:06,1386,"ARI","OTHER","5","6","5"
"337","02-Nov","@ PIT",0,0,0,-1,0,0,0,0,0,0,0,3,"22:31",21,2019,"1920",0,"00:22:31",00:22:31,1351,"PIT","OTHER","5","24","5"
"338","30-Oct","@ CBJ",0,1,1,2,0,0,1,0,0,0,0,3,"23:25",23,2019,"1920",0,"00:23:25",00:23:25,1405,"CBJ","OTHER","5","12","5"
"339","29-Oct","@ DET",0,1,1,0,0,0,0,0,0,0,0,3,"26:09:00",21,2019,"1920",0,"00:26:09",00:26:09,1569,"DET","OTHER","5","21","5"
"340","27-Oct","vs FLA",0,1,1,-1,0,0,0,0,0,0,0,4,"23:10",20,2019,"1920",1,"00:23:10",00:23:10,1390,"FLA","OTHER","5","25","5"
