"","Date","Team","Goals","Assists","Points","Plusminus","PIM","PPG","PPP","SHG","SHP","GWG","OTG","Shots","TOI","Shifts","Year","season","Home","toi2","toi3","toi_seconds","opponent","opp_2","season2","opp_int","opp_int2"
"341","24-Oct","vs WSH",1,2,3,4,0,0,0,0,0,0,0,4,"27:27:00",22,2019,"1920",1,"00:27:27",00:27:27,1647,"WSH","OTHER","5","20","5"
"342","22-Oct","@ MIN",0,0,0,-1,0,0,0,0,0,0,0,2,"21:23",20,2019,"1920",0,"00:21:23",00:21:23,1283,"MIN","OTHER","5","10","5"
"343","20-Oct","@ WPG",0,0,0,0,2,0,0,0,0,0,0,4,"24:55:00",22,2019,"1920",0,"00:24:55",00:24:55,1495,"WPG","WPG","5","11","3"
"344","18-Oct","vs DET",0,0,0,1,0,0,0,0,0,0,0,4,"23:27",20,2019,"1920",1,"00:23:27",00:23:27,1407,"DET","OTHER","5","21","5"
"345","16-Oct","vs PHI",1,4,5,3,0,0,2,0,0,0,0,1,"18:28",22,2019,"1920",1,"00:18:28",00:18:28,1108,"PHI","OTHER","5","13","5"
"346","14-Oct","@ CHI",0,0,0,-2,0,0,0,0,0,0,0,2,"26:21:00",24,2019,"1920",0,"00:26:21",00:26:21,1581,"CHI","OTHER","5","27","5"
"347","12-Oct","@ NYR",1,1,2,2,2,1,1,0,0,1,0,3,"20:55",22,2019,"1920",0,"00:20:55",00:20:55,1255,"NYR","OTHER","5","29","5"
"348","10-Oct","@ NJD",1,1,2,0,0,1,2,0,0,0,0,3,"25:31:00",27,2019,"1920",0,"00:25:31",00:25:31,1531,"NJD","OTHER","5","18","5"
"349","08-Oct","@ NYI",0,3,3,0,0,0,2,0,0,0,0,4,"20:25",19,2019,"1920",0,"00:20:25",00:20:25,1225,"NYI","OTHER","5","15","5"
"350","05-Oct","vs LAK",1,3,4,0,2,0,2,0,0,0,0,3,"24:07:00",25,2019,"1920",1,"00:24:07",00:24:07,1447,"LAK","OTHER","5","4","5"
"351","02-Oct","vs VAN",1,0,1,1,0,0,0,0,0,1,0,2,"21:40",22,2019,"1920",1,"00:21:40",00:21:40,1300,"VAN","VAN","5","1","1"
"352","21-Apr","vs MTL",1,2,3,0,2,0,1,0,0,0,0,3,"27:10:00",25,2021,"2021",1,"00:27:10",00:27:10,1630,"MTL","MTL","6","19","4"
"353","19-Apr","vs MTL",1,2,3,3,0,0,0,0,0,1,0,4,"27:00:00",24,2021,"2021",1,"00:27:00",00:27:00,1620,"MTL","MTL","6","19","4"
"354","17-Apr","@ WPG",0,2,2,1,0,0,1,0,0,0,0,1,"24:38:00",22,2021,"2021",0,"00:24:38",00:24:38,1478,"WPG","WPG","6","11","3"
"355","10-Apr","@ CGY",0,0,0,-2,0,0,0,0,0,0,0,1,"20:56",17,2021,"2021",0,"00:20:56",00:20:56,1256,"CGY","CGY","6","2","2"
"356","08-Apr","@ OTT",0,1,1,1,0,0,1,0,0,0,0,4,"23:56",20,2021,"2021",0,"00:23:56",00:23:56,1436,"OTT","OTHER","6","16","5"
"357","07-Apr","@ OTT",1,3,4,2,0,0,1,0,0,1,0,5,"23:41",20,2021,"2021",0,"00:23:41",00:23:41,1421,"OTT","OTHER","6","16","5"
"358","05-Apr","@ MTL",0,0,0,-2,0,0,0,0,0,0,0,1,"28:38:00",26,2021,"2021",0,"00:28:38",00:28:38,1718,"MTL","MTL","6","19","4"
"359","02-Apr","vs CGY",1,0,1,-1,0,1,1,0,0,1,0,2,"23:37",22,2021,"2021",1,"00:23:37",00:23:37,1417,"CGY","CGY","6","2","2"
"360","30-Mar","@ MTL",0,0,0,-2,2,0,0,0,0,0,0,0,"16:55",20,2021,"2021",0,"00:16:55",00:16:55,1015,"MTL","MTL","6","19","4"
"361","29-Mar","@ TOR",0,1,1,0,0,0,0,0,0,0,0,2,"23:06",26,2021,"2021",0,"00:23:06",00:23:06,1386,"TOR","OTHER","6","17","5"
"362","27-Mar","@ TOR",0,2,2,1,0,0,0,0,0,0,0,1,"23:05",24,2021,"2021",0,"00:23:05",00:23:05,1385,"TOR","OTHER","6","17","5"
"363","20-Mar","vs WPG",1,1,2,3,0,0,0,0,0,0,0,5,"21:44",21,2021,"2021",1,"00:21:44",00:21:44,1304,"WPG","WPG","6","11","3"
"364","18-Mar","vs WPG",2,0,2,2,0,0,0,0,0,1,0,4,"23:19",23,2021,"2021",1,"00:23:19",00:23:19,1399,"WPG","WPG","6","11","3"
"365","17-Mar","@ CGY",1,2,3,1,0,1,1,0,0,1,0,5,"17:08",18,2021,"2021",0,"00:17:08",00:17:08,1028,"CGY","CGY","6","2","2"
"366","15-Mar","@ CGY",0,1,1,-1,0,0,0,0,0,0,0,3,"25:52:00",23,2021,"2021",0,"00:25:52",00:25:52,1552,"CGY","CGY","6","2","2"
"367","13-Mar","@ VAN",0,1,1,0,0,0,1,0,0,0,0,7,"26:20:00",19,2021,"2021",0,"00:26:20",00:26:20,1580,"VAN","VAN","6","1","1"
"368","12-Mar","vs OTT",1,2,3,1,0,0,1,0,0,0,0,2,"23:26",18,2021,"2021",1,"00:23:26",00:23:26,1406,"OTT","OTHER","6","16","5"
"369","10-Mar","vs OTT",1,2,3,2,0,0,1,0,0,0,0,4,"19:07",17,2021,"2021",1,"00:19:07",00:19:07,1147,"OTT","OTHER","6","16","5"
"370","08-Mar","vs OTT",0,2,2,2,0,0,1,0,0,0,0,5,"25:21:00",23,2021,"2021",1,"00:25:21",00:25:21,1521,"OTT","OTHER","6","16","5"
"371","06-Mar","vs CGY",1,2,3,3,0,0,0,0,0,1,0,5,"24:46:00",23,2021,"2021",1,"00:24:46",00:24:46,1486,"CGY","CGY","6","2","2"
"372","03-Mar","vs TOR",0,0,0,-1,0,0,0,0,0,0,0,1,"17:55",23,2021,"2021",1,"00:17:55",00:17:55,1075,"TOR","OTHER","6","17","5"
"373","01-Mar","vs TOR",0,0,0,0,2,0,0,0,0,0,0,6,"20:59",20,2021,"2021",1,"00:20:59",00:20:59,1259,"TOR","OTHER","6","17","5"
"374","27-Feb","vs TOR",0,0,0,-3,0,0,0,0,0,0,0,1,"20:15",21,2021,"2021",1,"00:20:15",00:20:15,1215,"TOR","OTHER","6","17","5"
"375","25-Feb","@ VAN",1,1,2,1,0,0,1,0,0,0,0,8,"25:24:00",20,2021,"2021",0,"00:25:24",00:25:24,1524,"VAN","VAN","6","1","1"
"376","23-Feb","@ VAN",1,0,1,-1,0,1,1,0,0,0,0,2,"24:46:00",22,2021,"2021",0,"00:24:46",00:24:46,1486,"VAN","VAN","6","1","1"
"377","20-Feb","vs CGY",3,2,5,3,0,1,2,0,0,0,0,3,"17:33",19,2021,"2021",1,"00:17:33",00:17:33,1053,"CGY","CGY","6","2","2"
"378","19-Feb","@ CGY",0,0,0,1,2,0,0,0,0,0,0,2,"21:38",20,2021,"2021",0,"00:21:38",00:21:38,1298,"CGY","CGY","6","2","2"
"379","17-Feb","vs WPG",0,2,2,1,0,0,1,0,0,0,0,5,"24:31:00",21,2021,"2021",1,"00:24:31",00:24:31,1471,"WPG","WPG","6","11","3"
"380","15-Feb","vs WPG",0,2,2,1,0,0,1,0,0,0,0,7,"26:36:00",22,2021,"2021",1,"00:26:36",00:26:36,1596,"WPG","WPG","6","11","3"
"381","11-Feb","@ MTL",0,1,1,1,0,0,1,0,0,0,0,7,"18:45",20,2021,"2021",0,"00:18:45",00:18:45,1125,"MTL","MTL","6","19","4"
"382","09-Feb","@ OTT",0,0,0,-1,0,0,0,0,0,0,0,3,"22:58",19,2021,"2021",0,"00:22:58",00:22:58,1378,"OTT","OTHER","6","16","5"
"383","08-Feb","@ OTT",0,1,1,0,0,0,0,0,0,0,0,3,"21:48",23,2021,"2021",0,"00:21:48",00:21:48,1308,"OTT","OTHER","6","16","5"
"384","06-Feb","@ CGY",1,1,2,-1,2,1,1,0,0,0,0,4,"28:16:00",22,2021,"2021",0,"00:28:16",00:28:16,1696,"CGY","CGY","6","2","2"
"385","02-Feb","vs OTT",0,2,2,1,2,0,0,0,0,0,0,1,"19:59",21,2021,"2021",1,"00:19:59",00:19:59,1199,"OTT","OTHER","6","16","5"
"386","31-Jan","vs OTT",1,4,5,-1,0,1,4,0,0,1,0,5,"17:12",19,2021,"2021",1,"00:17:12",00:17:12,1032,"OTT","OTHER","6","16","5"
"387","30-Jan","vs TOR",2,1,3,1,0,1,1,0,0,1,1,3,"23:54",26,2021,"2021",1,"00:23:54",00:23:54,1434,"TOR","OTHER","6","17","5"
"388","28-Jan","vs TOR",0,2,2,-1,0,0,2,0,0,0,0,0,"25:42:00",22,2021,"2021",1,"00:25:42",00:25:42,1542,"TOR","OTHER","6","17","5"
"389","26-Jan","@ WPG",1,1,2,-1,0,0,1,0,0,0,0,2,"18:38",25,2021,"2021",0,"00:18:38",00:18:38,1118,"WPG","WPG","6","11","3"
"390","24-Jan","@ WPG",0,3,3,3,0,0,0,0,0,0,0,5,"23:23",24,2021,"2021",0,"00:23:23",00:23:23,1403,"WPG","WPG","6","11","3"
"391","22-Jan","@ TOR",1,0,1,0,0,0,0,0,0,0,0,7,"23:28",21,2021,"2021",0,"00:23:28",00:23:28,1408,"TOR","OTHER","6","17","5"
"392","20-Jan","@ TOR",0,1,1,0,2,0,0,0,0,0,0,4,"22:38",23,2021,"2021",0,"00:22:38",00:22:38,1358,"TOR","OTHER","6","17","5"
"393","18-Jan","vs MTL",0,0,0,-1,2,0,0,0,0,0,0,1,"21:52",21,2021,"2021",1,"00:21:52",00:21:52,1312,"MTL","MTL","6","19","4"
"394","16-Jan","vs MTL",0,1,1,-1,0,0,0,0,0,0,0,2,"19:13",19,2021,"2021",1,"00:19:13",00:19:13,1153,"MTL","MTL","6","19","4"
"395","14-Jan","vs VAN",3,1,4,2,2,1,2,0,0,1,0,9,"21:37",20,2021,"2021",1,"00:21:37",00:21:37,1297,"VAN","VAN","6","1","1"
"396","13-Jan","vs VAN",0,0,0,-1,0,0,0,0,0,0,0,5,"26:24:00",25,2021,"2021",1,"00:26:24",00:26:24,1584,"VAN","VAN","6","1","1"
"397","26-Apr","@ WPG",3,1,4,4,0,0,0,0,0,1,0,7,"16:03",17,2021,"2021",0,"00:16:03",00:16:03,963,"WPG","WPG","6","11","3"
"398","28-Apr","@ WPG",0,3,3,0,0,0,2,0,0,0,0,5,"23:16",22,2021,"2021",0,"00:23:16",00:23:16,1396,"WPG","WPG","6","11","3"
"399","01-May","vs CGY",1,2,3,3,0,1,1,0,0,0,0,3,"22:00",23,2021,"2021",1,"00:22:00",00:22:00,1320,"CGY","CGY","6","2","2"
"400","03-May","@ VAN",2,2,4,4,0,0,0,0,0,0,0,2,"18:40",20,2021,"2021",0,"00:18:40",00:18:40,1120,"VAN","VAN","6","1","1"
"401","04-May","@ VAN",0,2,2,0,0,0,1,0,0,0,0,2,"19:04",16,2021,"2021",0,"00:19:04",00:19:04,1144,"VAN","VAN","6","1","1"
"402","06-May","vs VAN",0,3,3,-1,0,0,1,0,0,0,0,6,"20:01",20,2021,"2021",1,"00:20:01",00:20:01,1201,"VAN","VAN","6","1","1"
"403","10-May","@ MTL",1,1,2,-1,0,0,0,0,0,1,1,3,"19:07",22,2021,"2021",0,"00:19:07",00:19:07,1147,"MTL","MTL","6","19","4"
"404","12-May","@ MTL",0,2,2,-2,0,0,2,0,0,0,0,2,"15:12",16,2021,"2021",0,"00:15:12",00:15:12,912,"MTL","MTL","6","19","4"
"405","08-May","vs VAN",1,3,4,1,2,0,2,0,0,0,0,4,"22:15",19,2021,"2021",1,"00:22:15",00:22:15,1335,"VAN","VAN","6","1","1"
"406","29-Apr","vs CGY",0,0,0,-1,0,0,0,0,0,0,0,3,"23:37",23,2021,"2021",1,"00:23:37",00:23:37,1417,"CGY","CGY","6","2","2"
"407","15-May","vs VAN",0,1,1,-2,0,0,0,0,0,0,0,3,"16:12",15,2021,"2021",1,"00:16:12",00:16:12,972,"VAN","VAN","6","1","1"
"408","1666396800","@ VGK",0,2,2,0,0,0,1,0,0,0,0,7,"-2209001820",22,2022,"2022",0,"00:-2209",NA,NA,"VGK","OTHER","7","30","5"
"409","1666310400","@ ARI",2,1,3,0,0,1,2,0,0,0,0,2,"-2209019460",17,2022,"2022",0,"00:-2209",NA,NA,"ARI","OTHER","7","6","5"
"410","1666137600","vs ANA",1,2,3,1,0,0,1,0,0,0,0,2,"-2208982680",20,2022,"2022",1,"00:-2208",NA,NA,"ANA","OTHER","7","3","5"
"411","1665878400","vs CGY",3,0,3,2,2,2,2,0,0,1,0,8,"-2208994140",23,2022,"2022",1,"00:-2208",NA,NA,"CGY","CGY","7","2","2"
"412","1665619200","vs VAN",0,2,2,0,0,0,1,0,0,0,0,2,"-2208987720",24,2022,"2022",1,"00:-2208",NA,NA,"VAN","VAN","7","1","1"
"413","1666828800","vs PHI",1,1,2,-1,0,1,1,0,0,0,0,9,"-2208983040",21,2022,"2022",1,"00:-2208",NA,NA,"PHI","OTHER","7","13","5"
"414","1667088000","@ VAN",0,1,1,-1,0,0,1,0,0,0,0,9,"-2208995340",19,2022,"2022",0,"00:-2208",NA,NA,"VAN","VAN","7","1","1"
"415","1667260800","vs SEA",0,1,1,1,0,0,0,0,0,0,0,4,"-2208998040",17,2022,"2022",1,"00:-2208",NA,NA,"SEA","OTHER","7","31","5"
"416","1667433600","vs NSH",0,2,2,2,0,0,1,0,0,0,0,1,"-2209005780",18,2022,"2022",1,"00:-2209",NA,NA,"NSH","OTHER","7","9","5"
"417","1667606400","vs NYR",1,2,3,1,0,0,1,0,0,0,0,2,"-2208983640",26,2022,"2022",1,"00:-2208",NA,NA,"NYR","OTHER","7","29","5"
"418","1667952000","@ DET",1,0,1,-1,0,0,0,0,0,0,0,2,"-2208984720",22,2022,"2022",0,"00:-2208",NA,NA,"DET","OTHER","7","21","5"
"419","1668124800","@ BOS",0,1,1,0,0,0,0,0,0,0,0,4,"-2208999960",21,2022,"2022",0,"00:-2208",NA,NA,"BOS","OTHER","7","23","5"
"420","1668211200","@ BUF",0,1,1,-2,0,0,1,0,0,0,0,4,"-2208990840",21,2022,"2022",0,"00:-2208",NA,NA,"BUF","OTHER","7","14","5"
"421","1668384000","@ STL",1,1,2,1,2,0,1,0,0,0,0,3,"-2208993480",24,2022,"2022",0,"00:-2208",NA,NA,"STL","OTHER","7","8","5"
"422","1668556800","@ WPG",0,2,2,-1,2,0,2,0,0,0,0,3,"-2208988320",19,2022,"2022",0,"00:-2208",NA,NA,"WPG","WPG","7","11","3"
"423","1668729600","vs WPG",1,0,1,1,4,0,0,0,0,0,0,4,"-2208994980",25,2022,"2022",1,"00:-2208",NA,NA,"WPG","WPG","7","11","3"
"424","1668902400","vs CHI",1,1,2,1,0,0,1,0,0,0,0,2,"-2209001220",20,2022,"2022",1,"00:-2209",NA,NA,"CHI","OTHER","7","27","5"
"425","1669161600","@ DAL",0,0,0,-1,0,0,0,0,0,0,0,3,"-2208999600",21,2022,"2022",0,"00:-2208",NA,NA,"DAL","OTHER","7","22","5"
"426","1669248000","@ ARI",2,2,4,2,0,1,2,0,0,0,0,6,"-2208991380",22,2022,"2022",0,"00:-2208",NA,NA,"ARI","OTHER","7","6","5"
"427","1669507200","@ VGK",0,0,0,-1,0,0,0,0,0,0,0,1,"-2208995940",20,2022,"2022",0,"00:-2208",NA,NA,"VGK","OTHER","7","30","5"
"428","1669852800","vs PIT",1,3,4,5,0,0,0,0,0,0,0,2,"-2209000020",21,2022,"2022",1,"00:-2209",NA,NA,"PIT","OTHER","7","24","5"
"429","1670025600","@ SEA",1,1,2,0,0,0,1,0,0,0,0,3,"-2208982020",21,2022,"2022",0,"00:-2208",NA,NA,"SEA","OTHER","7","31","5"
"430","1670198400","vs LAK",0,0,0,0,15,0,0,0,0,0,0,4,"-2209004700",19,2022,"2022",1,"00:-2209",NA,NA,"LAK","OTHER","7","4","5"
"431","1670371200","vs MIN",0,1,1,-1,0,0,0,0,0,0,0,4,"-2208994680",19,2022,"2022",1,"00:-2208",NA,NA,"MIN","OTHER","7","10","5"
"432","1670544000","vs BOS",0,2,2,-1,0,0,2,0,0,0,0,4,"-2208978780",19,2022,"2022",1,"00:-2208",NA,NA,"BOS","OTHER","7","23","5"
"433","1670716800","vs CAR",0,0,0,-2,0,0,0,0,0,0,0,3,"-2208995640",22,2022,"2022",1,"00:-2208",NA,NA,"CAR","OTHER","7","28","5"
"434","1670976000","vs TOR",0,0,0,-2,0,0,0,0,0,0,0,2,"-2208998340",25,2022,"2022",1,"00:-2208",NA,NA,"TOR","OTHER","7","17","5"
"435","1671148800","vs CBJ",0,2,2,1,0,0,1,0,0,0,0,5,"-2208999960",19,2022,"2022",1,"00:-2208",NA,NA,"CBJ","OTHER","7","12","5"
"436","1671321600","@ SEA",1,1,2,2,0,0,0,0,0,0,0,4,"-2208991680",28,2022,"2022",0,"00:-2208",NA,NA,"SEA","OTHER","7","31","5"
"437","1645056000","vs ANA",0,2,2,1,2,0,0,0,0,0,0,7,"-2208995700",26,2022,"2022",1,"00:-2208",NA,NA,"ANA","OTHER","7","3","5"
"438","1644883200","@ LAK",1,1,2,1,2,0,0,0,0,0,0,2,"-2208998940",19,2022,"2022",0,"00:-2208",NA,NA,"LAK","OTHER","7","4","5"
"439","1644796800","@ SJS",1,0,1,1,0,0,0,0,0,0,0,7,"-2209007340",21,2022,"2022",0,"00:-2209",NA,NA,"SJS","OTHER","7","5","5"
"440","1644537600","vs NYI",0,2,2,2,0,0,0,0,0,0,0,3,"-2209001100",23,2022,"2022",1,"00:-2209",NA,NA,"NYI","OTHER","7","15","5"
"441","1644364800","vs CHI",0,1,1,0,0,0,1,0,0,0,0,3,"-2209004880",16,2022,"2022",1,"00:-2209",NA,NA,"CHI","OTHER","7","27","5"
"442","1644278400","vs VGK",0,0,0,-2,0,0,0,0,0,0,0,2,"-2209000260",18,2022,"2022",1,"00:-2209",NA,NA,"VGK","OTHER","7","30","5"
"443","1643760000","@ WSH",1,0,1,1,0,1,1,0,0,0,0,3,"-2208997680",20,2022,"2022",0,"00:-2208",NA,NA,"WSH","OTHER","7","20","5"
"444","1643587200","@ OTT",1,0,1,0,0,0,0,0,0,0,0,5,"-2208984420",23,2022,"2022",0,"00:-2208",NA,NA,"OTT","OTHER","7","16","5"
"445","1643414400","@ MTL",0,0,0,1,0,0,0,0,0,0,0,2,"-2209012380",18,2022,"2022",0,"00:-2209",NA,NA,"MTL","MTL","7","19","4"
"446","1643241600","vs NSH",1,0,1,1,0,0,0,0,0,0,0,4,"-2208981060",22,2022,"2022",1,"00:-2208",NA,NA,"NSH","OTHER","7","9","5"
"447","1643068800","@ VAN",1,1,2,1,2,0,0,0,0,1,1,6,"-2208976320",24,2022,"2022",0,"00:-2208",NA,NA,"VAN","VAN","7","1","1"
"448","1642809600","vs CGY",0,2,2,0,0,0,2,0,0,0,0,1,"-2208993420",23,2022,"2022",1,"00:-2208",NA,NA,"CGY","CGY","7","2","2"
"449","1642636800","vs FLA",0,0,0,-1,0,0,0,0,0,0,0,3,"-2209000140",18,2022,"2022",1,"00:-2209",NA,NA,"FLA","OTHER","7","25","5"
"450","1642204800","vs OTT",0,0,0,-2,0,0,0,0,0,0,0,7,"-2208983880",24,2022,"2022",1,"00:-2208",NA,NA,"OTT","OTHER","7","16","5"
"451","1641168000","@ NYR",0,0,0,0,0,0,0,0,0,0,0,7,"-2209006860",20,2022,"2022",0,"00:-2209",NA,NA,"NYR","OTHER","7","29","5"
"452","1640995200","@ NYI",0,1,1,0,2,0,0,0,0,0,0,3,"-2208995940",24,2022,"2022",0,"00:-2208",NA,NA,"NYI","OTHER","7","15","5"
"453","1672444800","@ NJD",2,0,2,-1,0,0,0,0,0,0,0,3,"-2208974580",27,2022,"2022",0,"00:-2208",NA,NA,"NJD","OTHER","7","18","5"
"454","1672272000","@ STL",0,1,1,1,0,0,0,0,0,0,0,4,"-2208992460",22,2022,"2022",0,"00:-2208",NA,NA,"STL","OTHER","7","8","5"
